ARTIST_ID,ARTIST_MBID,ALBUM_NAME,SONG_RELEASE_YEAR
ARYSHL01187B9AAEC7,b4f70f9c-c3ff-4a1b-b30e-7671ab786553,Vocal House Diamonds Vol.2,2006
ARM9D241187FB4DB7D,af3159ef-ee8c-43fe-a84e-b7233618d880,Turned Left But Don't Know If It Was Right,2019
ARBXVFV1187B99AA63,96a1182f-e8e6-4df6-a811-82cb67d4565c,Gene Simmons' Drinkin' Wine,1978
AR35YUO1187B9AD83E,45bbfc68-2523-49e4-96f7-d7d1c3d41aac,Weightless,2009
AROJ4RQ1187FB50102,b54cf2cb-16e5-4e17-844a-1f5c2e8ff6a6,Punisher (Remixes),2006
ARQC4R31187B9A0D88,a470515d-d664-48e8-a183-663d951c07f4,Rendez Vous Au Balajo,2014
AR059HI1187B9A14D7,56d7c456-3ffb-4384-89bf-b0024c2d9d55,30 Country Classics,1996
ARXZAV31187FB3CE61,f0ac992d-edd9-4672-ac23-ba0ca93f6539,The Best Of The Academy,0
AR3752L1187FB4B67E,76f18c18-58df-47f9-9274-d3368d25129a,No Place Fast,1999
AR82GTS1187FB5662F,dcc0e816-31d2-4501-93c6-b5b64fcda39f,Best of 1991-2001 Hidden Harvest,0
ARM86R71187FB4CBB4,c6d2724e-4c37-43e7-bd7b-daa70443844a,Spank! It up,0
ARKULSX1187FB45F84,e9cd6eef-e3d5-4801-a75b-f1a48c4b344d,Bullet,2011
ARMI8BW1187FB57B2E,98b67ebc-5606-4cdb-9787-47b12cceb101,Asylum,2001
AR2JD2Z1187B998A90,a17eed36-fd8f-4d71-898b-2da805ac7492,Gypsy (Original Broadway Cast),2004
AR1VCLT1187FB4C8AC,30e1fa3d-f70f-434e-9ad0-110d077fce02,The Definition Of A ZillaNaire [DJ Drop Mix],2017
AR3OYPP1187B9952E3,838b705b-2389-4de4-83a9-f5e970b2a7ef,Diet Pills & Magazines,2008
ARLHO5Z1187FB4C861,9beb62b2-88db-4cea-801e-162cd344ee53,Ill Communication (Remastered Version),1994
AR9AN471187B99E0DA,60c97d6c-f291-48ef-a1c2-c9c0fbda1ab6,Somebody's Brother,0
ARG274E1187FB4BCA8,69832a1b-9006-4c4e-ae7d-e2b931c37ba8,Now More than Ever,2002
AR15O341187B9B182C,43f502d5-b098-49df-949d-e9d898f0dc1f,I Ellada Ti Nichta 2 (Greece At Night 2),2010
AR8SRQ31187FB4D477,73faa89a-ee00-4e40-b68e-80e4891dbc45,Live At The Filmore East,2010
AR31BYO1187FB5336C,0cd4810e-9f57-4003-bdfa-e188cd3ba818,The Best of Michael English,1991
ARD2F1Z1187FB3D27E,7b5381fe-9737-474e-95c4-f451e5cb291f,The Best of Carlton Livingston,1997
ARLTW641187B9B6D3C,98af25f6-6470-4925-87fc-48011aafa68b,Most Wanted,2000
ARLCGW21187B9929EE,f8b180f7-eca1-43b8-93c1-c2560edcca21,Orillas,2002
ARIJ7MR1187B9B484E,415cab7b-226a-49c7-9c1c-92e96ab93876,The Digital Collection,0
ARVUN5F1187FB4CCC7,0d85b9f2-802d-48bb-aa85-6a9668869053,Soca Rumble in the Cave,2016
ARMZ4PD1187B9ACBCD,e630876f-a9a3-4b23-8146-8fa65ba72b69,Interstate,2015
ARN4IYF1187FB49D76,733fd871-62b7-4fa3-9c70-6e7aa6cdfe0e,European Monsoon,2010
ARB336A1187B9A4583,08b736bb-1c82-40b4-8b0b-49e2182a067a,Purity Accuracy,2005
AROBI4X1187B99550D,3d546613-9330-4e1a-8d62-6deab7bb9db5,Ed Bruce (A.K.A Edwin Bruce) Selected Hits,1976
ARO7FES1187B9A59BE,c9dd9303-6a47-4677-85ff-552693d3d857,Aquarius/Journey Of A Man/We're Here To Stay,0
ARHEQ501187FB4F898,ee0552e7-de2b-4fc2-8739-9c33a905c3e7,Pa Goza Con Fruko,0
AR8H87D1187FB3A841,57976431-1a5c-4968-a422-b92c5e9b0d4f,Walkin' In The Sun,1990
AR86QIW1187B9AD8F0,3235711a-9a9e-4132-8175-d0338f4d62cd,Collector's Edition,2009
ARZ33PH1187FB52F58,ddd4c4bc-a4ae-4946-b59c-a86aea7fa4f0,Run The Show featuring Don Omar [en Espanol],2008
ARG1UAO1187FB55E50,5f3c4fe0-fc71-4455-99e6-abd0e8c4462e,Sammi I Concert 99,2004
ARWGY6U1187B98B228,e09db85d-2de6-41e1-a856-d131089ab49d,Encuentro De Charangas,2010
ARVUN5F1187FB4CCC7,0d85b9f2-802d-48bb-aa85-6a9668869053,The Very Best of Beenie Man Gold,0
ARPP6J4119B8668086,14cda0fc-2ea8-46cf-8285-97cb86d7c9ec,I Cant Fight This,2010
AR2P71H1187B9B8C00,2e0d05e0-d147-46e6-be51-8ffed2a9e0da,Die besten Tage sind gezÃÂÃÂ¤hlt,2004
AROI96Z1187B9A5304,a6f57754-4cdf-4661-8a4d-683dd0389c78,Mish Mash_ Le Blues European: Musique Slave Et Klezmer,0
ARNMBZY122BCFCCEB8,c7eaa680-4335-40bf-8b4e-6bc85b6218d5,House of Rats,0
ARDYMTV122ECCBC383,5f5f70bb-48d1-4b10-85dc-bc24a582d7ea,African Classics,2008
ARBY23A1187B9A82E4,92d0242d-c47d-4e2b-915d-4f875a07c91f,Dukhi Dil Mera,2018
ARJO8W91187B9AB734,217e2df6-61be-4ff5-b62c-4c8642d396c5,Grounation,0
ARFGFXM1187B9ADFAE,8819b6ca-08e6-4b90-ae22-c5a21a505aa8,Passion,2012
ARJGNV61187B98F3B5,49d81b18-cb1e-49d1-90ef-3cf329e6a1fb,New Hope for the Dead,1993
ARUTP601187FB388AC,8d05c917-cae7-43f1-9357-7a66c52a1921,Live at the Gem Theater,1999
AR6896B1187B98FADA,b99522ac-a4ff-4ec5-8a18-98695687a414,Versunkener Schatz,1996
ARKD9S41187B997CA6,1fa0a810-f41f-43f1-96e9-058a88334556,Papi Chulo,0
ARGY96L1187FB410ED,58f23499-f263-4772-9b7a-2f6cd2fe428f,The Best of the Headfirst Years,2011
AR4L5ZC1187FB450A4,92d446a1-7d4b-4cd2-bfb9-92400ff2f59a,Genuine,2001
AREE69X1187FB438D6,a4e14b84-be3f-4cf3-a0d5-54c3c8c4089b,The Cornshucker's Frolic: Classic Recordings From The 1920's & 30's_ Vol. 2,1996
AR7OEB71187B995A17,9919dfaa-a15c-43f2-ab28-d352ad2f5d40,Eight Parabolic Studies,1992
AR4GAFY1187B9B639D,dcb03ce3-67a5-4eb3-b2d1-2a12d93a38f3,B.B. King,0
ARGIABO1187FB4B3B5,f5d7d748-256e-4875-a065-78cf2f1e3d39,Up To Zion (Premiere Performance Plus Track),0
ARNVCZC1187B9934F5,a61da244-5ae2-44e8-be90-af59ae45caec,I Don't Wanna be A Star,1995
AR1ZHYZ1187FB3C717,762e2728-f093-4548-8f36-f4580d83e207,Teri Bandi Haan,1996
AREN9121187B99D57A,b43fa07d-c644-48b7-8a61-63979c41b542,Peachy Pink,0
ARW1DRV1187FB40261,ad0a0af5-be4d-4302-84af-4e69bf91b201,La Copla,2007
ARGBGC71187FB3DD0B,4eb42e20-021e-40e3-897c-d0ae81d988fd,1st. Round Darft Pick,1976
AR7OEB71187B995A17,9919dfaa-a15c-43f2-ab28-d352ad2f5d40,Electronic experimental and microtonal 1953-1999,2008
AR3SPD91187B9B63E3,4bb712d6-8be9-4c09-810a-eb3bed2be345,Senderos De TraiciÃÂÃÂ³n - EdiciÃÂÃÂ³n Especial,2007
AROF4LP1187FB41C51,04b97d63-b900-4e2e-92dc-a4331ddc95a6,Unforgettable,1990
ARFRKCM1187B99A041,19fcd521-998a-4ff3-85df-a2199001cd4c,Drive,2007
ARA7LD41187FB4DC0C,da9c8b49-8e05-47e1-9578-7ca88d8b5a6c,Reggae Hits Vol. 35,0
ARDL03L1187B997FBE,0131ab18-a638-49c7-8412-4f726e387e3f,Voices of Eden,2007
AR9XEVF1187B99D017,8601834a-baf3-473c-aac7-00e37b06144a,What You Thought You Heard,2004
AR00LNI1187FB444A5,7e836d29-fc2d-4a1f-b8da-566d47c49eed,River of Gold,0
AR2KSTE1187FB57A36,e52a3cd0-6a7f-4cc0-b9d4-049b8871e849,The Rock Block,1995
AR3FE581187FB3F90A,d2299099-e617-46dd-b013-ba0b4c72bc63,Ghetto Fabolous [Explicit Version],2001
ARDAXCG1187B9942B1,71ca4179-71a4-4b01-a30f-d9597a947ab1,Baladas De Amor,2012
ARA8DDQ1187B9AE3A0,86119d30-d930-4e65-a97a-e31e22388166,Get A Life,1989
AR16T2D1187B98ABF4,1c6ae3b3-0115-4305-9917-d042e830abfb,Instrumentals and Lost Tracks,2001
AR3NPVS1187FB5108F,825836b9-af8b-4449-b078-d51fad0db73e,Bitesize - Electro Beats,0
AR80BY41187B98DECF,10f89195-3af1-46f5-aa36-504aa3309f5a,Chicago 1978,2014
ARO3XZQ1187FB39351,6f9cd8ed-7b45-4ad8-9844-8b3249165156,Uppers & Downers,2009
ARFEAZE1187B99A080,ac2b415f-8dd3-4cf9-bcea-627fce900465,Bodhisattva,1991
ARFK45R1187B989AA7,7ba22880-978f-4e4c-849a-3baf167fc9c0,Vana-Va-Ndota,2003
ARMD0G81187B99A519,378125ec-fd93-4920-87f0-0ab145c2db88,Live In Detroit (Expanded Edition),0
ARCK6OL1187B99B25F,0d70d6c7-5966-47a1-a2d2-c8164714e697,Mimame BandoneÃÂÃÂ³n,2005
ARXKRVF11E2835D266,2bba63bc-bfbe-496c-a201-2287a6681318,Holi'De',2002
ARDR4AC1187FB371A1,a96e61bc-1da0-45d0-816d-ebd00b70ff9d,Very Best of Montserrat Caballe,2003
ARHMZAR1187B9B077C,623a98fb-9e9c-4646-ad6e-6b22103867e3,Closer To It!,1997
ARHT0B11187B993CB3,8e9f4070-4633-4797-b2bf-0a48713cfec7,20 Favorites,0
AR19QNR1187B9A13C5,f7ebe5e2-c9fb-4959-a9b3-b09921168d50,Hotel,1999
ARA2ZTN1187B98E3ED,e405ae2e-46cd-4298-af9e-9e2fbd8e6283,This Moment,2004
ARDUOSV1187B9894D5,d881229b-f812-4f1c-8b5d-22dd06e96b42,A Room Full Of Stories,1997
ARZ3BA51187B998A3E,360cb0b5-dc4e-4fd5-b52c-efe4b0e9e27a,Drum Set Variations,1990
AR02PUA1187FB52574,a58debc2-2ce8-4cad-8db9-619466a025be,No Regrets,0
ARF84A41187B9A34E7,e503a20e-c978-4f7c-82f6-733bffdfe02a,Let The Dominoes Fall,2009
ARN3X4T1187B99EA39,a2cab261-63cc-4ccf-8023-6b6e8588bb62,Qing Bu Jin,1992
ARYLSGC11F43A69EF6,c694bf65-83e9-47d5-aeb3-bb68f78ef981,Superpop Venezuela,2006
ARSS1OZ1187FB54440,9759cd1e-7270-4c2c-9dbe-3c513d5b3781,Ny Dag,2006
ARZ4UWR1187FB41898,b5fe748c-28e4-409f-84d6-732555d27ce1,Trick Or Treat - Original Motion Picture Soundtrack  Featuring FASTWAY,1987
AR15YLD1187FB3D4DD,27fc27ae-3d8d-40cd-b3cf-ed2541a2321d,Anybody Home?,1999
ARWC6LA1187B9B2096,9bc79fce-21c3-43d0-a1ca-e0405efde098,Kids' Club - Family Songbook,2018
AR6TZJQ1187B9AD572,3bce590b-479f-42ca-b9e0-82883e0db9a2,Boulez: Pli Selon Pli; and Livre pour Cordes,2002
AR966X21187B9AC463,8d36e1ac-d721-4138-ac00-f851bbaab44c,Recorded as Jerry Landis,2006
ARD7TVE1187B99BFB1,e77e51a5-4761-45b3-9847-2051f811e366,Fear Itself,2000
ARCRR5X1187FB3BD4A,753e60ac-cfec-47e7-b1a6-d116cfd31050,Elva First,2001
ARPKGV01187B9939F5,51106b49-ee75-4c3e-bbdf-1aaa3f53daa4,Trelokoritso - Oles oi epityxies,0
ART9Z1P1187FB36C94,af06ac05-d9ec-4a5d-a637-aa75830f08d8,The Latin Sounds of Edmundo Ros,1970
ARRDRI71187FB46EAA,59a7fbcb-ff74-494d-abd0-9c82359040c9,Friend EP,2007
ARX2R5A1187FB5B85B,3efd41cb-ac64-45a4-9483-9fe9039f2de3,Put It On Paper,0
AREQ9AY1187FB40E19,d3ae7469-32e8-4f06-b950-fb48f9910304,Sex Bomb,1993
ARTX57T1187B98F34B,6b9b861b-44ff-46cc-bfa3-93a3cdab3607,Country Living Riddim,1987
ARFILWJ1187B9ADDBF,0059d0f1-8d04-4363-a2b2-d79f8b9a29b8,Todos Cantamos Con Maria Elena,1997
AR223M11187B9ADDD6,2c2add7c-9a99-4812-a20e-870d331f01fd,Country Style U.S.A. with Ferlin Husky_ Wilburn Brothers_ Benny Martin_ Marty Robbins,1965
ARQDHPO1187B9A9F7C,f41564c8-b5dd-4d01-8227-bcb262910d59,I Love Being Single,1991
ARPNJUD122BCFCB9B4,06d6e5ec-1acd-482b-a780-f77135532c19,House Of Dark Shadows and Night Of Dark Shadows,1996
AR2AGLK1187B9AAAD0,85afd80f-9593-4c82-8243-9f13a405954e,Show Me Your Teeth (Radio Edit),2014
AR8K7ET1187B997ABC,e101ee4a-ff0a-4201-b65a-7c21468cb4fc,Hi-Bias: Club Life 3,0
AR0V0SR1187B99DDB4,bfa03245-63d9-46f0-b720-dca7b98eee63,Dil Kare,0
AR059HI1187B9A14D7,56d7c456-3ffb-4384-89bf-b0024c2d9d55,Heart Over Mind,0
ARVG8T61187FB440EB,3d19ffbe-ce69-4adb-9f50-d0c555b063ca,The Best Of The Vineyard Sound,2019
ARTTFAQ1187B98E4FA,97657a5d-537a-431d-acd6-523cba7c0c8a,Chiney Flava Riddim,0
AR9M9XY1187B98B2F8,2c0be2ba-fa63-430f-afca-7499852158f6,Never After,2007
ARWGY6U1187B98B228,e09db85d-2de6-41e1-a856-d131089ab49d,Sabor A Cuba,1976
ARUTP601187FB388AC,8d05c917-cae7-43f1-9357-7a66c52a1921,Racing the Tide,0
ARKZXSQ1187B9AC9F3,9a58fda3-f4ed-4080-a3a5-f457aac9fcdd,Unknown Pleasures [Collector's Edition],2007
AR1CB5G1187B9AFB8E,0c502791-4ee9-4c5f-9696-0602b721ff3b,Flashback,2000
ARLF0QY1187FB4FDCC,d1a0301e-1167-42e8-bf89-c7835e0d3485,Virus,1997
ARU2JAB1187FB50C72,ea7e2bb8-bfb5-4307-a4c5-68df453de287,Front Row,0
ARXRK5A1187FB3EAC6,ea1d54f4-45ea-413d-aef9-c2174ddf8654,Cronicas De Un Laberinto,2005
ARHT0B11187B993CB3,8e9f4070-4633-4797-b2bf-0a48713cfec7,The Very Best Of Eddy Raven,0
ARGEZ5E1187FB56F38,f12a9472-02be-40f4-9ff3-a836e2b9ece8,In The Name Of Love,1994
ARLTWXK1187FB5A3F8,151231cb-fca6-42e0-976a-66b07193d657,Have Tenor Sax Will Blow,0
ARBAGAS11F4C8461F0,7fda0f6f-5254-41db-81ba-7fe471f7a4eb,For A Few Dollars More,1984
ARM9Q581187B98E984,21042d7e-4622-45f0-b1a0-a6dfa458a2e3,Dance Vol. 2,0
AR1PQYO1187B98BEC9,db315e6a-06c4-43a2-a6bb-8d0e800838ac,Meu PÃÂÃÂ© Meu Querido PÃÂÃÂ©,1996
ARNILB71187B99EC88,53019232-166e-4788-8b13-23e60ffced44,The Soldier,1981
AR6FS351187B9892B7,24cac374-29bd-499f-a0f8-72165d2f2f43,Move Me+,2000
ARDZJ6H1187FB387F2,5b5d63ac-e78e-459e-abab-5e90e3dddbb5,A Arte De Moraes Moreira,1975
AR77B521187FB4CC70,6532800a-a00f-424e-8328-36c7c1c864cc,Lennie Tristano Quintet - Live In Toronto 1952,1955
ARN5MQ11187B98A12D,1c281608-9d08-402c-a1a3-7242ec3c8c85,Feelin` Alone,0
ARDINVM1187B98A6C1,6a8dba8c-b52f-405a-8737-eca91d4d82fa,C'Est Ca Lavoine,2001
AR1RNCJ1187FB3D227,dc083bd6-41a3-436e-9e0a-28b4dc773820,This Is Where I Belong: The Songs Of Ray Davies And The Kinks,2002
AR0OQPL1187B9B549A,685332a4-12ed-4c3b-8d0e-04e6a37e28f0,Hero,0
AR14CJ91187FB3A994,1c4c789d-06af-42ef-b86c-7d6bf49c652c,Country Lovers_ Vol. 2,2008
ARQ4E5R1187B9B3A3E,2a74f0ec-e478-423e-970c-317829bd503f,QBO,0
ARQKBSH1187B9B4B99,2228a756-d93d-44f0-8ef5-424c1f0da7de,Sous le regard d'un soleil noir,1982
AR0WAW61187B98B7D7,8a53e168-c1f1-4b55-ac96-da3a69d9e240,Where I Been,2016
ARHCERP1187B9912A5,2fa7f0b7-2686-4e80-a75a-762f65ba9fe2,Vibes,2001
ARD6S3O1187FB3F1F0,e1310352-9e1d-48f9-bf73-41fe6ba12291,'77 In '97,1997
ARVOWE21187FB3AE3C,369cbaed-5209-4990-83c9-f8233d6c248b,Tweaked,0
ARIRBO11187FB4B219,a916ce0a-0ab7-4b2f-b169-2166b746e31e,Silverlined,2008
ARM9Q581187B98E984,21042d7e-4622-45f0-b1a0-a6dfa458a2e3,The Simple Life: Campfire Songs,2010
ARVGPOM1187FB55737,b7d0bd93-a04b-4008-992e-5a948ee52ae7,Billy Butler's Sugar Candy Lady,1977
ARRQWQW1187FB49844,7ec04edc-59ce-4fc4-8c0a-f519f38be4fd,Tha Triflin' Album,1993
ARWI92K1187B98A5CC,fd5a2eea-0507-43b1-920a-a980a9ae6986,Pure Cotton,0
ARJQ8WU1187FB37FCD,04559f8d-79ee-4922-8365-6f0306bd538d,A La Demande,1999
ARLNMEP11C8A41519E,5a045b09-af06-4348-9ce6-d51b6a370770,Lullaby Renditions of U2,2007
ARN2M4711C8A423BD6,c11dfc05-f5ab-4d09-afda-1f3e83cd1ad7,Faure: Complete Nocturnes - David Jalbert,2005
ARIF3EV1187B9B8522,f3c61305-2b53-4d29-991b-1af1556e191a,Nightlife,2007
ARVQZNK11E2835CDAC,9b89f290-eb18-4bc3-977a-e20c7d90db2d,La Fiamma E Il Cristallo,2012
AR1W3MA1187B99E6D8,79ddcfab-f507-4f44-9d2f-1b296ad06f23,An Intimate Christmas,0
ARYLG3I119B8668696,49dcac74-58e0-4fed-aa33-caedc5100c37,Ultimate Mardi Gras,1990
ARSE6YI1187B9B9CD2,9e082466-2390-40d1-891e-4803531f43fd,A Tribute to The American Horse,0
ARNTLGG11E2835DDB9,4d96f7d0-2f0e-4e92-ba70-a405f96f8cec,Superinstrumental,2008
AREYIHC1187B99CE0B,1b37371e-9e55-4a35-b3d8-bfb10cc1f364,The Best Of Antonio Carlos Jobim,0
ARTHEAP122BCFCD0B2,e40f8007-07cd-439f-b3cf-27104f146420,The X-Files 5.0,2017
ARQCHDN1187FB4C7C2,f926459e-1bd2-42a6-a174-8994ad950591,Talkin Latin Vol.13 : Brazil sounds,1981
ARYPWUK1187B98ACED,69161e5a-51dc-473b-8a16-9007dbdbeb93,Live At Wacken Open Air 2006 - A Night Of Emperial Wrath,2008
ARA0YAE1187B9B1D16,56ad0acd-c2aa-4293-a71a-eede69bd08f0,Burbstrumentals_ Vol. 1,2008
ARLZ6BF1187FB3DD6A,69737ebe-836c-40dc-a938-7e85688426ff,Collection,2004
ARDNBQU1187B9B6DC2,9d7bd5ba-df6a-47c1-aaca-f36006b898f8,Breathe,0
ARCZ42S1187B98C0D7,5791156a-75e9-454d-9a23-fbc2896f9151,Jukin 4 the Haters Vol.2,2008
ARMD0G81187B99A519,378125ec-fd93-4920-87f0-0ab145c2db88,Share the Laughter,1993
ARXOKNT1187B9AA521,9ceb4e76-2b49-48a1-96f5-5fca8a0ca6c8,Requiem EP,0
ARCYE581187B9A1482,71348eeb-0c15-4718-b0ca-5775f78ad5f8,Dope Radio,2000
AR3U3G01187FB58BA7,48aed1b2-d62a-4037-be72-f16e4262519a,The Platinum Collection,2007
ARDL6T21187FB36FDD,f5133038-c9d7-4fa2-8ec4-a44199571e25,The Best Of Clifton Chenier,0
ARUI8FT1187FB5AB13,0ae99955-f9a0-4487-bf8b-0ed271130e4c,A Celtic Tale: The Legend Of Deirdre - Narrated By Fiona Ritchie,1996
ARTCO131187B9B9ADB,134ab384-5fa8-45d6-8052-876d0e4790a2,Nothing But The Truth,0
AR5ZY7R1187B996302,6012d5d3-19ba-4df8-8b71-5122b10c68e9,Merry Christmas Baby,1996
AR6896B1187B98FADA,b99522ac-a4ff-4ec5-8a18-98695687a414,Hautnah,1988
AR9YQN31187FB45B34,dc296d4e-5bc5-482e-92b2-7eb2ad8804c7,Sings The Movies,1995
ARAWBUP1187B9B93FC,8a79e7f1-6e48-4efd-aba4-42a14d24faec,Casey Bill Weldon Vol. 2 1936-1937,1994
ARWMZYB1187FB480A7,eed28ccb-d0ea-46b0-a664-b18c2a2430c0,Tides of Sorrow,2008
ARYNSN31187FB4C573,af308783-61fb-492b-9c37-a8cf48f2f064,A Song For You (Single),2008
AR8JSAL1187FB3CE7E,be5dda0e-44f8-4008-ab49-6ca3f3197903,Cream Trance Anthems Ibiza 2009,2009
ARTB56G11C8A41569D,85e9f066-26f8-4e75-9894-b549a9880255,El Fuego De Dentro,1983
ARXPE571187FB4AFD0,9cd9232e-7a3e-4eb9-8043-ee05c1e396ec,Naked Songs Live And Acoustic,1995
ARZPDMU12086C15872,ecd50699-5bd3-4a87-bd1f-c0dca982e834,Cantara,1998
ARHXIOW1187FB3AF67,e93424ae-bf3b-426a-952f-cb89bde5db0c,CiSTm KonFLiqt,2004
ARPGPI51187B98F1EC,7701762c-eda0-412a-a238-a3e73e05cc11,Subir Al Cielo,0
AR1SQSG1187B9AC782,ffb2d3e3-a4cc-48cf-8fb0-f2f846e9d7b9,Kent,1996
ARSS1OZ1187FB54440,9759cd1e-7270-4c2c-9dbe-3c513d5b3781,Gyldne ÃÂÃÂyeblikk,2006
AR0OTEX1187FB3600D,c152ed9f-7a4c-4006-af2d-ed8b7126b0a0,Alegria Y Cosabuena,2010
ARW74FW1187FB554AD,d5394ea5-1a8b-4af7-b4c2-812ed390b81f,Cookies 11 Fire Concert Live,1999
ART9Z1P1187FB36C94,af06ac05-d9ec-4a5d-a637-aa75830f08d8,Doin' The Salsa - The Very Best Of Edmundo Ross,1970
ARY4M3J1187B9AC94C,95f9b1a1-dc0c-4440-9cd3-225aaba246ee,Song Of The Hills: Appalachian Classics,1999
ARPDMSB1187FB5596F,c2fa0c29-799b-46ad-8a13-f6467bea34e7,The Ad Libs' The Boy From New York City,1966
ARPN0NC1187B991591,017151db-3920-4b4d-ab17-c8c5b6616648,Living Country Blues USA Vol. 12 - East Coast Blues,0
AR358YS1187FB44A29,42b93918-afa2-4f77-b231-b1244606900d,The King's Harmoniers,0
ARZEA421187FB5B5BA,5c601227-87b5-4c65-ad99-84f0eb9008ca,Live,1973
AR6DGPH1187B998587,e7543947-9735-4fd1-87f8-9c1740fa2cef,Match Box Blues,2002
AR3DCWS1187B9A4416,e0d8f3a8-5f8e-4f4d-b721-2ad23b9c3ba0,Cartel,2007
ARMPIH61187FB44227,ff0ecbbe-34b0-49c7-a36d-81a47700ac13,My Story_ Your Song 2006 Greatest Hits Collection [for Digital],2006
ARRU3BE1187FB39218,ebb4ee1e-2dd2-49c8-9750-50d3d2504a37,30 Exitos Insuperables,2003
ARFWZZD1187FB561F9,6a169ee3-d030-44cc-a77e-3217a2d8ee47,The Essential Fureys,2005
ARRXPRY1187B9A8B34,a1be513e-35e5-47b0-8b73-7476378384aa,Soy Zuliano,0
AR9YS621187FB5AC07,408b2bc3-aa7c-4de9-b6d4-e1263a011b4d,Family Christmas,2004
ARSPQ0H1187B999944,70ac2314-d7d8-4435-b56c-9bad9a516642,Good Times - A Collection,1992
ARPQ4Z01187FB3A736,2339bc21-aa92-4850-86f0-4bb9433910c8,Butthole Surfers  + PCPpep,2003
ARY4N501187B9A5DE9,955f3f29-684e-4c6c-9c98-a1e70b57b347,Reach For The Ground,0
AR1Q25M1187B9B0D73,a8ebde98-7e91-46c7-992c-90039ba42017,18 Exitos,0
AR9JLBU1187B9AAEC4,aab7a1d7-5461-4874-8162-bc127b91da59,Moon River/Swinging For You,1988
ARPISA41187FB3DE42,696989bc-c9a8-4ba8-a99b-b8015dba577f,The Atlanta Years,2005
ARUTP601187FB388AC,8d05c917-cae7-43f1-9357-7a66c52a1921,The Best Crowd We Ever Had,2009
ARW4AGO1187FB4F107,a32c74a4-4774-4b60-be49-341665450d46,Take One More Chance With Me,1982
AR0GGKI1187FB391D5,f930ba6a-a87f-44d6-abe5-0c172772d9e4,No Control,2015
ARPJTI51187B9B45FB,c4af6041-f886-491a-81dc-c4c8245c4bd5,10 Years Anniversary Remix Compilation,2013
ARS6HDE1187B99CA29,47cd459b-06c1-462f-8fdd-27721a03ef68,Second Hand Life: The Deluxe Edition,0
AR1VB2W1187B9901C5,a5a9a846-ae11-431d-9127-7c35e87f38d1,For The Chosen Who,2005
ARW1BRR1187B996332,9e643ff3-c2ea-4530-9fe2-630f96c42548,Country 'n' Irish - 20 All Time Favourites,1981
ARC28SN1187B989049,1ca94c18-d652-4b25-b169-0611421c7fcc,A Greater Vision Christmas,0
AR14CJ91187FB3A994,1c4c789d-06af-42ef-b86c-7d6bf49c652c,HEP CAT BABY,1981
ARRVUWA1187B9A0FE2,be725fe7-b2e7-4c66-ad1d-6612055684ab,The 70th anniversary album,2009
ARO8LVR1187B9A0DE5,b9f25bce-56e4-43fc-9bd8-6119733c0877,The Worlds Greatest Arabica - the only Arabic album youll ever need,2004
ARARFT81187FB41EEA,490f9c79-d923-4f65-8618-a9b00cf2cf2c,Serie Tradicional - La CaÃÂÃÂ±aguatera  CD 1,2006
ARTHEAP122BCFCD0B2,e40f8007-07cd-439f-b3cf-27104f146420,What up Detroit,1985
ARM8EYV1187B9B144D,fc025afe-ac45-4ab2-b48c-cd6b1ddc293d,Monster Zero,1998
AR1QXAQ1187FB47FAC,dd10cfe1-ced1-49f1-92cf-ac33265dc274,A Day In The Life,0
ARZTGQE1187FB461D9,fc0c2168-06ff-456e-935b-cf3e62892ee8,Ideal,2005
ARIGR2O1187FB5036E,40cb378d-02c4-4f83-8e31-ee99c51feb15,Pay To Play,1995
AR198711187B9AD09F,a9100753-f539-43cf-bcc9-579566fb512e,Something Got Me Started: Live In Cuba,1991
ARRXPRY1187B9A8B34,a1be513e-35e5-47b0-8b73-7476378384aa,Gaiton NÃÂÃÂ°5,2010
AROY0LJ1187B99654D,60bb6dec-bbb0-4e68-b503-1786e92bd66c,Voice Of Joy,2013
ARHTRR71187B98F305,4ebf21af-d8c8-4536-a3ba-a84b0f6a33b8,Very Best Of Michelle Tumes,0
AR5EQRI1187FB41287,371795db-f780-4380-affd-92e0a0bf7ef5,Unter Wert,0
ART62WC1187FB47E80,81148ae0-47e9-4830-ac97-8e69b6c71706,Westside Story Remix feat. Snoop Dogg & 50 Cent,2001
ARPK1CM1187B9B6B9C,b086eeea-0a4b-4c5f-8bc0-72681fcc1444,Process And Passion,2011
AREJ5K11187B993F5F,3c050ada-9db8-4e87-86fb-11c5294f9711,Voyagers,2007
ARV69FI1187B9AA14F,cd379eaf-ac4e-4db3-88b1-ecdf19b58495,Kaksi maailmaa,2008
ARNP9WW1187B990803,3ba61563-ebee-4cb3-8c9e-1237e0194188,Gaitas Platinum 2,0
ARZ3U0K1187B999BF4,0696ab5b-a92b-4190-addc-48d3a4601111,Puro Cabas,2005
ARCYQ1P1187FB3F3CA,b36508f0-3ee0-40e7-beac-34a85d0143aa,Dub Massacre Part 1 & Part 2,1989
ARFTMGO1187B9A777A,291dcfb8-b31c-496a-905b-9955509d75b6,Hit Parade 1953,1989
ARX2R5A1187FB5B85B,3efd41cb-ac64-45a4-9483-9fe9039f2de3,Ann Nesby's Soulful Christmas,1996
AR576O51187B990C30,1b62df85-00d2-464f-81bc-a5c0cdcad278,Tampa Red Vol. 15 1951-1953,0
