artist_id,artist_mbid,artist_name,artist_latitude,artist_longitude,artist_location,artist_familiarity,artist_hotttnesss,song_id,song_title,song_hotttnesss,song_release_year,duration,end_of_fade_in,key,key_confidence,loudness,mode,mode_confidence,start_of_fade_out,tempo,time_signature,time_signature_confidence,track_id,album_name
AREVNQH1187B98FDDB,fe5ec64d-267c-4b8d-a405-7c1b67788930,Peter Gallagher,51.89834,-8.47277,"Cork, Ireland",0.516323199450715,0.34837164734733855,SOFMOHX12A8C140B74,Everytime It Rains,0.28764339610231443,2005,182.282,0.0,5,0.504,-11.281,1,0.356,175.334,104.131,4,0.939,TRAWODX128F42AC413,7 Days In Memphis
ARH4N0N1187FB3E1F1,9a81b764-c59a-42c6-a273-9015bae6c366,Malkit Singh,nan,nan,,0.4832430673203282,0.3244308919925855,SODCEXU12AB018B07E,Dhol Ton Bina,nan,1993,354.66404,2.072,2,0.721,-9.645,1,0.505,348.746,107.245,3,0.854,TRAWOSK128F9343720,Hai Shava
ARD2NDU1187B99B615,e8374874-4178-4869-b92e-fef6bf30dc04,Dropkick Murphys,nan,nan,"Boston, MA",0.7930943700816613,0.5684918154445614,SOHMWZN12A8C13C088,The Burden (Album Version),0.6515698255058158,2005,175.96036,0.0,7,0.485,-1.983,1,0.588,172.542,140.618,4,0.0,TRAWOBG128F93256C6,The Warrior's Code
ARO0EUG1187B9AC250,668e5c58-903a-4aee-ba0d-9166a3bba4cc,Portable,nan,nan,,0.532850502340714,0.3029304706245103,SOBEJLH12A8C13B743,Don't Give Up,nan,2002,369.60608,0.0,11,0.34,-16.696,1,0.551,359.758,123.295,4,0.76,TRAWOQR128F426AE58,Gridshift
AR6F6I21187FB5A3AA,aba64937-3334-4c65-90a1-4e6b9d4d7ada,Aesop Rock,nan,nan,,0.8345385855902719,0.4773108810670025,SOSYUFL12AB017D815,No City - Instrumental,0.30416950343527516,0,272.87465,6.31,0,0.039,-11.531,0,0.526,264.429,148.017,4,0.363,TRAWOCK128F9300BC3,None Shall Pass - Instrumentals And Accapellas
ARQXAUH1187B9BA010,a5106366-6368-4a02-a580-73a3c02abb2f,Bobbie Gentry,33.90698,-88.95535,"Chickasaw County, MS",0.5824605669027118,0.38479890996490645,SOSUJVC12A6D4F45F5,Reunion,nan,1968,156.21179,7.169,7,0.661,-11.795,1,0.399,139.755,99.777,1,0.416,TRAWPQO128F14604D1,Ode To Bobbie Gentry... The Capitol Years
ARABS971187B9A8509,550b5eea-4202-4037-9fae-66fc7ae77340,France D' Amour,nan,nan,,0.47543077393560673,0.30557927835168064,SOXEBSL12AC960D95C,Ailleurs,nan,1992,232.202,0.398,6,0.462,-7.736,1,0.654,224.206,57.091,1,0.0,TRAWPXB12903CFA413,Le Présent
ARNLO5S1187B9B80CC,b665b768-0d83-4363-950c-31ed39317c15,Van Halen,nan,nan,"Pasadena, CA",0.7446412459327763,0.5799889824287546,SORKPVE12A81C20227,Runaround (Live Version),0.6350399443558202,0,321.72363,0.0,9,0.801,-7.042,1,0.804,303.084,130.685,4,0.863,TRAWPKO128F423841E,Van Halen Live: Right Here_ Right Now
ARUVPZF1187FB4880D,a174a588-cda4-49cc-8d53-e05e3a42ab4f,Charlie Louvin,nan,nan,Tennessee,0.4002960349203375,0.39134245187534317,SOAVCCW12A8C13FAD4,Love And Wealth,nan,0,156.60363,0.398,2,0.205,-17.455,1,0.002,149.409,90.481,4,0.619,TRAWPKO128F427CD95,Hoping That You're Hoping
ARZCHLM1187FB495C3,169153fd-ba80-401a-8ccd-2825efaf9155,Ray Barretto,nan,nan,"Brooklyn, NY",0.6144315795665057,0.3832114222159265,SOVJPHX12A6D4F9D48,Whirlpool (LP Version),0.0,0,270.88934,0.282,7,0.556,-10.7,1,0.771,253.301,133.12,5,0.929,TRAWPYE128F1495E38,Can You Feel It
ARHN74X1187B98D79F,e46504cb-1aac-4b9a-9581-451778df9eba,Bill Engvall,nan,nan,"Galveston, TX",0.5842661817279184,0.4515707707543305,SOFIMNM12AB017A873,15º Off Cool (Album Version),nan,0,307.09506,0.0,10,0.397,-18.899,0,0.381,307.095,126.341,1,0.576,TRAWPBB128F92E4EFE,15° Off Cool
ARHLYXD11F50C4B49E,,Bruisers,nan,nan,,0.457533300221474,0.41535371059537723,SONDNEJ12AB0186FAC,Bloodshed,0.39200877147130697,0,143.62077,0.0,0,0.806,-9.912,1,0.69,134.809,97.341,4,0.684,TRAWPBO128F933D918,The Singles Collection
ARQEPTZ1187FB4CD36,93b34a61-0487-45f5-887d-0f6fe81e6c71,Toby Love featuring Rakim & Ken-Y,nan,nan,US,0.698977345836088,0.39410780419688507,SOGCCDG12AB0180441,Tengo Un Amor,0.7824529659480108,2007,260.28363,0.0,8,0.518,-6.046,1,0.488,251.617,134.012,4,0.591,TRAWPNC128F92EAA90,Toby Love
ARFNJ4O1187B9A204B,aaae25bf-c794-45d7-bab7-cdc7c655bfa6,Broadcast,52.47859,-1.9086,"Birmingham, England",0.6918507365964088,0.467885511383105,SOKNZJM12A8C13CC0F,Cool Kid,nan,0,227.89179,3.686,0,1.0,-5.932,1,0.843,214.837,128.656,4,1.0,TRAWPGE128F42801D6,Best Of
AR3USQW1187FB4A90D,0f7159a9-9029-4011-863e-6e2b81015ae8,Bebo Norman,nan,nan,,0.6837711020490507,0.5133001232753654,SOSUCQN12A8C141DFF,Sunday,0.5317220984213001,2006,219.45424,8.127,5,0.832,-10.488,1,0.771,207.499,90.191,4,0.933,TRAWPFX128F92E58B5,The Way We Love
AR46CAD1187FB4D84B,149e6720-4e4a-41a4-afca-6d29083fc091,Bad Religion,34.05349,-118.24532,"Los Angeles, Ca",0.858677441848304,0.618219159411858,SOTUHWT12A58A7ABA9,Epiphany,0.6500418377966061,2002,239.882,0.0,2,0.393,-3.469,0,0.501,216.52,112.918,4,0.541,TRAWPFY128F428A9CD,Process Of Belief
ARFEV5S1187B99F2EA,585a9c75-dcca-4019-97df-899921f841f9,Aeoliah,56.95468,-98.30897,Canada,0.5493956187351183,0.3794085347618864,SOLZHTJ12A8C1370B8,Temple Bells,0.26586104921065007,0,269.29587,0.0,3,0.504,-23.109,1,0.734,258.154,136.749,3,0.318,TRAWPQV128F425290A,Zen Peace
ARYKFVV1187FB3CA6B,58ac1e03-72cc-456e-8275-35745f56a0e3,The London Pops Orchestra,nan,nan,,0.32197509925246204,0.24453220533902725,SOPDDDX12A8C145BD7,Imperial March,nan,0,180.4273,0.107,5,0.02,-13.599,0,0.299,175.984,103.068,4,0.221,TRAWPKD128F92D8CA6,Award-Winning Movie Themes : The 70's
AREUMQS1187FB3AC8F,ca2c3c55-83ff-4a8b-886a-c45156519469,Fabri Fibra,43.71371,13.22305,"Senigallia, Italy",0.6752039969673187,0.47930895077769353,SONPCNG12AB0184E68,Io non ti invidio,0.38293509007501925,0,228.67546,0.38,7,0.121,-7.894,1,0.487,214.216,92.526,4,1.0,TRAWPHN12903CBFDAF,Hip Hop Street Party_ Vol. 4
ARN4IYF1187FB49D76,733fd871-62b7-4fa3-9c70-6e7aa6cdfe0e,Pagan Wanderer Lu,nan,nan,,0.45360053886418067,0.3508035740686485,SOWALNK12AB018A5DD,The Island etc.,0.34092275586437804,0,236.01587,2.339,0,0.987,-11.38,1,0.745,221.205,85.073,3,0.719,TRAWPRX12903CE7B32,European Monsoon
ARY80281187FB3E380,fcdeb957-b420-4249-a092-946b537a00ca,Sandi Thom,56.65286,-3.99667,Scotland,0.6553591154261498,0.40503129793646875,SOWHCEB12A8AE476C4,Bleeding Love,0.21508031850922793,0,261.72036,2.479,7,0.614,-9.621,1,0.64,253.115,96.171,4,1.0,TRAWPNL128F425C2DF,Bleeding Love
AR2XI6G1187B9AE7DA,a6a4c910-2b22-4a6f-aebe-805b176c47b8,Fat Joe,nan,nan,"Bronx, NY",0.8229085341315785,0.5720278536807922,SOHYFPE12A6702090B,My FoFo  (Album Version - Amended),0.4852965929274383,2005,235.20608,0.136,2,0.249,-7.004,1,0.436,225.855,80.865,4,1.0,TRAWPOF128E078B8C0,All Or Nothing
ARQAXT91187B99103A,07f79846-fb0b-439a-b492-12ea55615984,UKW,nan,nan,,0.47012407514783316,0.3250229328452235,SOHSAOT12AB018558E,I Will (Patitu),0.0,0,215.562,5.956,7,0.051,-6.08,1,0.39,210.977,89.593,4,0.568,TRAWKDN128F9321552,Alles Klar
ARMB95F1187B9B5B93,ea6b7199-901d-4c0e-8242-6d7bc2bf62b7,Cam'Ron / Juelz Santana / Jimmy Jones,40.8079,-73.9454,"Harlem, NY",0.8582706777960948,0.515325300572259,SOKHRQI12A8C13F53E,Come Home With Me,0.4994458348006321,2002,301.50485,0.0,6,0.659,-5.104,0,0.506,286.598,163.57,4,0.772,TRAWKXK128F42B62B3,Come Home With Me
ARGO67V1187B9968D2,47b8b42a-96e8-46fa-9ea6-70c5136ae971,Saosin,nan,nan,California,0.7550771510720238,0.5637637522823244,SOXWZRB12A67ADAF43,Bury Your Head (Acoustic),0.5965711976662524,2005,254.27546,3.825,6,0.517,-3.828,0,0.726,245.429,125.062,4,0.934,TRAWKPT128E0795428,Saosin EP
AROF4LP1187FB41C51,04b97d63-b900-4e2e-92dc-a4331ddc95a6,Selena,31.1689,-100.07715,Texas,0.7483207030670265,0.5458659170701919,SOREMQU12AB017D2DC,Disco Medley (Live At Houston Astrodome),0.0,0,222.11873,2.85,7,0.223,-6.804,1,0.263,212.306,123.759,4,0.0,TRAWKSZ128F92F0F25,Movie Soundtrack
AR5U94U1187FB5CDCF,d83e599c-2d5a-44ec-b727-587e1455b1b5,John Hammond,nan,nan,,0.5906929179471623,0.45281783769711387,SOAVZWL12AB01815B3,Preaching Blues (Up Jumped The Devil) (1978 Version),0.2507323750110447,0,262.16444,0.165,9,0.604,-12.541,1,0.279,249.969,204.255,7,0.608,TRAWKXZ128F92FAD05,At The Crossroads: The Blues of Robert Johnson
ARYVJYT1187FB484D7,d18436e8-8b40-4f40-ac3c-ed765831e669,John Stewart,nan,nan,"San Diego, CA",0.5282112866402947,0.3453688250860783,SOJWGSK12A6D4F6FC4,Wild Horse Road  (LP Version),0.0,0,169.79546,0.183,9,0.276,-20.55,0,0.411,157.623,80.169,4,0.006,TRAWKQN128F14739A1,Lonesome Picker Rides Again
ARDK87R1187B98D51C,c826bda4-4f4f-4746-81ba-5f66ac9c95e5,Flamin' Groovies,nan,nan,"San Francisco, CA",0.5593175024118211,0.43700191865316,SOLIDWN12A8C1411A5,Step Up,0.24841873262179984,1991,199.49669,0.357,7,0.382,-9.113,1,0.463,179.751,159.337,4,0.85,TRAWKQN128F427FA2F,Step Up
ARRPFCU1187FB5402E,d9cc01f4-e06f-498d-93ce-057335b4aee0,Oldelaf et Monsieur D,nan,nan,,0.36052101152613164,0.2799760250330418,SOVDZEB12A8C142A45,Ouragan,nan,2006,540.47302,0.082,0,0.592,-11.946,0,0.55,537.223,116.714,4,0.929,TRAWKQB128F92EE55D,L'Album de la maturité
ARUTS6Y1187FB5BDAB,e22d16ad-cb54-42f1-b67d-e5a15135c106,Twila Paris,nan,nan,,0.5599014383805133,0.40123912170697235,SOEZSEO12AAF3B3B5F,I'll See You Sunday,nan,1980,235.65016,0.886,3,0.338,-12.908,1,0.535,219.736,135.421,4,0.658,TRAWKTD128F92F47FA,Knowin' You're Around
AR6KK741187B98C9E9,d3e79557-c278-40b6-89e6-ab8dc830b392,Roy Brown,nan,nan,"New Orleans, LA",0.46359371861967325,0.36773193521021486,SOKYQQO12AB0185083,Ohe Nene,nan,0,276.97587,6.693,11,0.31,-13.948,0,0.276,270.698,51.477,1,0.0,TRAWKJD128F9333178,Nuyol
ARI648V1187B9B5379,4e744ffc-767a-4b18-b485-47d4b123ff4a,Michael Stanley Band,nan,nan,,0.44276965005690455,0.29498661655523356,SOSDZBN12AB01815C3,Where Have All The Clowns Gone,0.0,1975,257.61914,0.31,5,1.0,-15.089,1,0.757,257.619,167.336,4,0.0,TRAWCYI128F9316BD9,You Break It...You Bought It!
ARIMJFK1187FB4ED3E,0b59a279-54ef-4723-854e-a12b61e9581a,Luke Vibert,nan,nan,,0.6327182605521509,0.43659933945450535,SORIGHO12AB0184BED,LFO [Original by LFO],0.5568355561195658,0,347.8722,0.159,8,0.0,-5.388,1,0.085,342.413,65.658,1,0.367,TRAWCQH12903CA9CB0,Warp20 (Recreated)
AR00LNI1187FB444A5,7e836d29-fc2d-4a1f-b8da-566d47c49eed,Bruce BecVar,nan,nan,,0.4712126073505239,0.3402755073008875,SOIKAUS12AB018AD93,Your Heart Can Sing,0.22914410371660274,0,257.93261,0.537,9,0.542,-14.374,1,0.607,247.391,135.929,4,0.587,TRAWCRG128F934F65B,River of Gold
ARMEYJD1187B9A4522,c9368a03-bf26-40b6-bdfa-9af8d10b568b,Daughters,41.82387,-71.41199,"Providence, RI",0.6768695968686913,0.3841336143062941,SOGZVEM12A8C141494,Jones From Indiana,nan,2003,64.9922,0.0,8,0.15,-4.058,0,0.218,64.992,143.251,1,0.0,TRAWCIS128F428CFD1,Canada Songs
AR63RWN1187FB3E89A,2b520be3-0bfe-4904-b372-d04b8cc161ec,Robert Lockwood_ Jr.,34.56039,-90.91387,"Marvell, AR",0.4979421060663372,0.34107330104708233,SOJTITX12AB0183525,Feel Like Blowing My Horn,0.2538347361322313,1998,274.70322,0.392,2,0.591,-13.456,1,0.569,266.292,90.64,1,0.0,TRAWCRX128F9338160,I Got To Find Me A Woman
ARIZODP1187B9AD272,4ef7a9e2-2cf5-483a-8616-ef7791a98026,Bryan Ferry,54.89814,-1.53179,"Washington, England",0.6948025197816848,0.5618305379392137,SOBMXRG12A6D4F9517,Don't Want To Know (1999 Digital Remaster),0.48711219486346274,1994,247.11791,0.628,3,0.58,-6.895,0,0.527,236.071,119.897,1,0.0,TRAWCJY128F146A1D5,Mamouna
AROGAPH1187B98CF9C,93942b87-215a-4626-b5ec-bf129d9fa2f6,Bénabar,nan,nan,,0.6092941551456632,0.3730604928119009,SOLKNII12AB01823D9,La Pierrade,0.2998774882739778,2007,243.59138,3.077,0,0.625,-12.5,1,0.584,236.304,143.143,4,0.362,TRAWCLF128F92F48C4,Best of (Deluxe Version)
ARUTEVU1187B9ACAF9,04591295-6d94-45cb-b6c7-1ae17c6f380e,Lifehouse,34.05349,-118.24532,"NORTH FORT MYERS, Florida",0.8200724177064315,0.7108790709912577,SOZCARG12A6D4F74D1,Simon,0.6645562268899119,2000,360.95955,5.103,8,0.474,-7.072,0,0.519,345.53,141.78,4,0.982,TRAWCQE128F14676AC,No Name Face
AROQWIB11F4C83E5DC,,Mario Piu,nan,nan,,0.5665082259541022,0.3864267491428221,SOBWYCD12A8C13B45D,Communication,nan,0,430.54975,0.251,7,0.774,-9.152,1,0.934,423.654,137.981,4,0.0,TRAWCRK128F427CA9F,Communication
ARJDMBO1187B9AD118,74dca2c7-d7dc-4b13-bd17-502a35db042a,Johnny Osbourne,nan,nan,,0.6187657854861481,0.40913486879748406,SOSOSQO12A8C13A23A,Mr. Marshall,0.3277366831778408,0,226.69016,0.578,1,0.995,-9.237,1,0.608,213.061,128.532,4,0.043,TRAWCXJ128F426F2B5,The Crowning Of Prince Jammy
ARM8EYV1187B9B144D,fc025afe-ac45-4ab2-b48c-cd6b1ddc293d,Misty Roses,51.50632,-0.12714,London / New York,0.456059154614271,0.33163687823818216,SOQSEFW12AB0189888,Innsmouth Jewelry,0.1937110179584081,0,290.7424,0.0,8,0.439,-11.487,1,0.48,272.591,105.046,4,1.0,TRAWCTL12903CBD92A,Monster Zero
ARVQV7Q1187FB59C5D,f83a1db4-4f26-4d18-a203-7a2f2d0bb102,Little Angels,nan,nan,,0.4637903901983013,0.41229837137681036,SODSFMM12AAF3B4962,The First Cut Is The Deepest,0.0,1999,229.01506,0.0,0,0.54,-6.489,1,0.495,209.81,85.163,4,0.0,TRAWCUK128F92DE15C,Little Of The Past
ARNQAVF11F4C844C04,,Despina Vandi,nan,nan,,0.632559542284651,0.41168895978577885,SOUEUYT12A58A7DB62,Gia,0.7067149390061829,0,253.07383,0.0,10,0.194,-5.529,0,0.216,230.818,130.022,4,0.557,TRAWCIC128F92FE36A,Greatest Hits 2001-2009: Deluxe Edition
ARWADDH1187B98FDBB,72cbeb0b-b512-4879-9fdd-2cbc7e5728db,Home Town Hero,34.05349,-118.24532,"Los Angeles, California",0.5013683431967768,0.3554490480342998,SOIXCUV12AB017F48C,Twelve Ounce (Album Version),0.2538347361322313,2002,206.88934,0.0,8,0.807,-3.798,1,0.702,200.812,161.991,4,0.0,TRAWCTI128F931BF21,Home Town Hero
AR051KA1187B98B2FF,9db08847-f7a8-4cd2-a425-3ab4adc5b4d3,Wilks,nan,nan,,0.3511824538830121,0.08016693866425,SOQMKZB12A8C134A5A,People with honour,nan,0,274.05016,0.0,1,0.0,-8.908,1,0.0,260.539,89.99,4,0.833,TRAWCTS128F4275C3C,Tears
AR8HQBB1187B99F7BB,2aaa7913-72ae-469b-9fdb-4c79cd70ed2e,Shai Hulud,41.70671,-73.92937,"Poughkeepsie, New York / Pompano Beach, Florida",0.7897070489895957,0.419398461082097,SOQIYTK12AB0189CCF,We Who Finish Last,0.6936556236578234,2008,188.29016,0.0,2,0.208,-4.019,0,0.373,184.744,136.331,4,0.0,TRAWCGS128F934BE2F,Misanthropy Pure
ARF3GX71187FB3EB66,b0a55bd8-60c7-45c1-b78e-f20e4c8adba1,Martina McBride,nan,nan,"Medicine Lodge, KS",0.6148709339199385,0.6282464191914875,SODNCTF12AB0187B92,Make Me Believe,0.38293509007501925,1999,230.66077,0.322,6,0.788,-6.145,1,0.787,217.275,159.886,4,0.822,TRAWNDA128F9341C35,Emotion
AR5OH1V1187FB574C3,c5f42b91-82b9-466c-891c-a9cc391b50bc,Kenny Wayne Shepherd,nan,nan,"Shreveport, LA",0.7708477509677532,0.4521022649246934,SONABHP12A8C137026,"Born In Louisiana [with Clarence ""Gatemouth"" Brown] [Live]",0.5184187065975314,0,386.48118,0.136,7,0.554,-7.357,1,0.561,382.392,90.514,1,0.0,TRAWNCP128F4261F65,The Legends EP: Volume II
ARZAJ9C1187B9A21F4,52af3269-eea6-4bde-80ad-01a0722d0c53,Unkle Bob,55.8578,-4.24251,Glasgow,0.6130292907732521,0.3786445689545049,SOROTVP12A8C13A565,What Do I Know,0.48280427552970673,2006,252.18567,0.0,6,0.704,-6.623,0,0.687,235.595,124.094,4,0.465,TRAWNOH128F4287513,Sugar and Spite
AREZWC61187FB52DCF,0efaa6e3-3ef1-4481-bc01-aa3d5901dbdc,Johnny Nash,29.76045,-95.36978,"Houston, TX",0.5934202959088998,0.407283888338925,SOSOZDV12A8C1363A0,Loving You,0.26586104921065007,0,161.67138,2.664,2,0.56,-12.575,1,0.582,148.097,170.987,4,0.471,TRAWNBV128F4279867,The Best Of
AR7W7Z01187B998286,4c7e7a22-a85b-4cbd-b16e-5b8f063840c6,Dark new Day,37.82245,-85.69091,"FL,GA,KY",0.7726707256056151,0.47117068104564847,SOCLLUZ12A8AE47ACE,Free (Album Version),0.3347065490692206,2005,278.02077,0.0,10,0.527,-5.914,0,0.465,273.055,133.985,4,0.896,TRAWNOJ128F4241807,Twelve Year Silence
ARJGRNY11F4C847277,98a819b7-2634-4987-815b-bc66182dc97f,Twin Atlantic,nan,nan,Glasgow UK-SCOTLAND,0.6902575962587905,0.41902804640879043,SOCJBTL12AB0188831,What Is Light? Where Is Laughter? (Acoustic Version),0.439202489315343,2008,240.19546,0.0,9,0.621,-5.632,1,0.64,230.847,141.925,4,0.822,TRAWNSM12903CA71FC,What Is Light? Where Is Laughter?
AR2F37U1187B990860,babff96e-f9fa-4bc9-9f7b-2aa6e8066ff2,Gina V. D'Orio,nan,nan,,0.2501481696499731,0.12401009728815218,SOIUETF12AB0189B73,Naval War,0.22914410371660274,2004,139.91138,0.142,5,0.148,-10.115,0,0.401,134.67,168.628,1,0.0,TRAWNFQ12903CD2CCF,Sailor Songs
ARO31HI1187B9A12E4,da1b555e-946c-4e5f-bfe3-dedd6102cdd2,Original Love,nan,nan,,0.5074476002070633,0.40379485918457086,SOHRRYN12A8C133127,Let's Go To The Darkside Of The Moon (Piano Version),nan,0,164.91057,4.464,9,0.357,-14.908,0,0.499,156.561,75.085,4,1.0,TRAWNGJ128F426B20D,SESSIONS
ARQATWU1187B98EE26,91e2e08f-abd7-44d6-9a84-b8a4afa8a265,Ill Niño,40.14323,-74.72671,Nueva Jersey (Estados Unidos),0.8095522095461632,0.5831470220911679,SOCDUBJ12AB018994E,Fallen (Album Version),nan,0,218.43546,0.367,5,0.051,-3.984,1,0.46,207.093,139.202,4,0.873,TRAWNYK128F93242DB,Revolution Revolucion [Special Edition]
ARNVCZC1187B9934F5,a61da244-5ae2-44e8-be90-af59ae45caec,Corona,nan,nan,,0.6046446897118567,0.3988625972568107,SOIXFAQ12A8C13F588,You Gotta Be Movin',0.5961760713379295,0,343.40526,0.16,8,0.49,-11.432,1,0.525,327.245,126.954,4,0.898,TRAWVWS128F42ADCD1,The Rhythm Of The Night
ARD8JVH1187FB4DA04,0053dbd9-bfbc-4e38-9f08-66a27d914c38,Bad Company,nan,nan,England,0.6968168917909224,0.48210001892032256,SOVIUUB12AB017F36F,Call On Me,0.5582002703225118,1975,365.24363,0.27,2,0.539,-9.745,0,0.498,344.648,116.486,4,0.861,TRAWVNL128F9327983,Straight Shooter
ARLLRL61187B9B6698,16346cf4-4d2b-40ec-8393-0fc7296d92fe,The Sonics,47.25513,-122.44165,"Tacoma, WA",0.36653511247770293,0.44960808830900445,SOHNTCE12A3F1E997C,Tall Cool One,0.30416950343527516,0,143.64689,0.252,2,0.693,-12.332,0,0.466,143.647,162.609,4,0.785,TRAWVRY128F9344DA9,Busy Body!!! Live In Tacoma 1964
ARHWVGW1187FB41479,20dcf3aa-c313-4f24-acd4-461327a76a73,The Paul Butterfield Blues Band,nan,nan,,0.04606253670617235,0.3954788611599233,SOUPAIZ12A6D4FAFD1,Lovin' Cup ( Remastered '97 Version ),0.4316542004096847,0,161.20118,0.16,5,0.503,-16.314,0,0.256,152.752,68.055,7,0.668,TRAWVMT128F14A8FF0,An Anthology: The Elektra Years
ARIT9Y51187FB364AE,500d2b10-b0fb-4615-a1a6-fa226a620d32,The Irish Rovers,54.49857,-114.99993,"Alberta, Canada",0.5893145017348558,0.39888301085686084,SOCOKCJ12AB0180FAC,Planxty Morgan Magan/ The Morning Dew,nan,0,204.14649,0.09,7,0.7,-4.621,1,0.657,195.291,238.875,1,0.0,TRAWVUW128F932F914,Another Round
ARSQDUN1187B98D7D7,4fa39dc8-c695-4e0e-ba04-92c63d99c9f9,EPMD,nan,nan,allentown Pennsylvania USA,0.6982916236578486,0.45385026533052464,SOFLXEI12A6D4F6639,Give The People,nan,1990,310.54322,5.242,7,0.769,-11.437,1,0.627,286.116,98.037,7,0.987,TRAWVLS128F148D430,Business As Usual
AR45KNL1187B992E53,3f4a14ca-96d2-4ebd-9334-502fc24c2f85,Dr. Elmo,37.77916,-122.42005,California - SF,0.47572156673067817,0.39837312273653963,SOFRYEV12A8C139B76,Here's to the Lonely,0.37598430150044215,0,223.26812,0.0,9,0.61,-18.619,1,0.676,204.777,102.134,4,0.611,TRAWVBA128F426179A,Dr. Elmo's Twisted Christmas
AR0PUK71187B9AC3C0,fd9f268a-89ef-4577-81f4-efebc9517a07,Chorus Line,40.71455,-74.00712,"New York, NY",0.49219933133362154,0.3449724560901687,SOJMHGU12AB01872F6,Mamma pettenami,nan,0,150.69995,0.763,11,0.461,-16.456,0,0.474,146.036,78.031,1,0.896,TRAWVUK12903CDC692,Coro montenero
ARVNGA71187FB3C107,406552d4-5ba1-4226-b7c0-367bc50fc767,Faith Hill,nan,nan,"Jackson, MS",0.643544997241215,0.6701061728368459,SOWSDYA12A8C134D67,Red Umbrella (Album Version),0.573019827988094,2007,219.84608,0.136,7,0.693,-5.271,1,0.654,208.776,118.077,3,0.583,TRAWQSO128F424E2F9,The Hits
ARI28VJ1187FB4EAD7,828fcd83-03c0-48d8-9d88-ac1567eef07e,Slackbaba,nan,nan,,0.5099524505375325,0.3631324035231626,SONCJLY12AB0187193,The Real Trick,nan,2010,330.39628,0.0,7,0.639,-6.726,1,0.656,311.269,120.016,4,0.804,TRAWQKX12903CB3EC2,Perverting Mankind
AR3WMW01187B9921F7,6ee0eaaf-3f61-4a8e-abc5-ba7e371e01c1,Schizoid,nan,nan,,0.49555965151406806,0.34919221761645924,SOWQNJG12A8C142B24,Grim Prospects (Harsh Remix),nan,0,80.09098,0.0,11,0.51,-3.193,0,0.463,71.129,54.316,1,0.0,TRAWQWF128F92E3FDA,Grim Prospects Remixes - Grim Prospects Will Never End
AREMOC71187B996C2F,7a1daf7f-b972-4808-bc03-2e1e3a79dce0,Lara Fabian,nan,nan,,0.6317025616094519,0.45821074150211255,SOBMXKO12A8C138F28,Surrender To Me,0.0,0,222.64118,0.087,10,0.445,-9.12,0,0.606,207.935,139.711,4,0.337,TRAWQHO128F4269D39,Flesh And Bone (Intl. World Territory)
ARZFRQM1187B9A9772,17be2a06-5295-43ca-a363-c683b562df72,Vanessa Daou,nan,nan,,0.5708253226408206,0.40358823765010066,SOTKTCQ12AB01863FF,Black & White,0.3867901771390143,0,252.86485,0.0,4,0.061,-11.166,0,0.251,244.187,113.968,4,0.558,TRAWQYC128F931A8BE,Joe Sent Me
AREPD8D1187FB3F5BC,3b141e34-8c02-4074-b68a-7d64e3212acd,Sister Hazel,nan,nan,"Gainesville, FL",0.7310657557108706,0.5098787078527026,SOBAORS12A6D4F6820,Come Around (LP Version),0.6273634475759199,2003,235.72853,0.0,10,0.799,-5.09,1,0.569,223.016,217.13,4,0.326,TRAWQXV128F14555B1,Chasing Daylight
ARMG34A1187FB548A8,5a8cc407-7efb-4e94-9637-d5896395e754,Thomas Dolby,30.08374,31.25536,"Cairo, Egypt",0.6413540809343606,0.3842305629725106,SOVANGU12AB018AFF5,Windpower,nan,1982,265.45587,0.0,1,0.46,-10.403,1,0.423,260.203,57.909,4,0.651,TRAWYIK12903CB4F3A,The Sole Inhabitant
ARUHT3M1187FB44FB4,2393e891-c63c-4654-b7a9-c5fb9dc0c8a0,Delirious,41.51776,-72.75753,Connecticut,0.6748541472191385,0.4637577839195885,SOJDMEC12A67AE0C83,God You Are My God,0.30416950343527516,2000,225.14893,1.065,2,0.554,-9.833,1,0.491,213.664,91.162,4,0.289,TRAWYTV128F429DEE8,Fuse Box Glo / Mezzamorphis
ARO0R521187B98A2D1,82f68ef2-d2a6-45c4-b285-cee49279cbfd,2 Minutos,nan,nan,,0.5918462874725177,0.372462979783255,SOKPOMF12AB01855A6,Tema De Adrian,nan,2003,178.72934,0.363,0,0.359,-10.693,1,0.467,172.071,102.055,4,0.33,TRAWYCO128F9322CE1,Volvio La Alegria_ Vieja !!!
ARM7EDF1187B9B3FA1,eeb1195b-f213-4ce1-b28c-8565211f8e43,Guns N' Roses,nan,nan,,0.8440850613953652,0.7136698195798281,SODTTUB12AB0184F48,Catcher In The Rye,0.7103656705324767,2008,352.96608,0.113,9,0.096,-7.483,1,0.303,340.968,85.239,4,0.67,TRAWYNV128F92F5E7E,Chinese Democracy
ARI6NMB1187FB3FE1E,72eb3638-6f68-4601-947f-f188871326da,Jaime Jamgochian,35.83073,-85.97874,Tennessee,0.6115558337900473,0.3497768953219642,SOXPATI12AC907193E,God Unchanging,0.26586104921065007,2008,231.60118,0.287,7,0.661,-6.668,1,0.762,221.321,151.939,4,0.769,TRAWYWF12903CFCCA0,Above The Noise
