artist_id,artist_name,artist_latitude,artist_longitude,artist_location,artist_familiarity,artist_hotttnesss,song_id,song_title,song_hotttnesss,song_release_year,duration,end_of_fade_in,key,key_confidence,loudness,mode,mode_confidence,start_of_fade_out,tempo,time_signature,time_signature_confidence,track_id,album_name
AR4M1KM1187B9AC7E2,Phil Spector,7.4458,151.85,"New York, NY [The Bronx]",0.56726855,0.38797334,SOYPREH12A6D4F6EF4,Spanish Harlem,0.68850434,2004,130.61179,0.206,0.0,0.863,-14.669,1.0,0.899,120.198,101.166,4.0,0.0,TRADUXF128F1498A0A,Phil Spector's Wall Of Sound Retrospective Phillies Sound 1961-1996
ARELA4P1187B991507,Charles Williams And His Orchestra,31.1689,-100.07715,Texas,0.38980296,0.28773147,SOESDIQ12AB018ADA5,Portrait Of Clare (from 'Portrait Of Clare'),0.24924637,2001,196.75383,0.0,7.0,0.967,-24.422,1.0,0.778,190.56,66.907,1.0,0.0,TRADUYY12903CB44E9,Classic British Film Themes Of The 40's & 50's
ARODBRG1187FB3FD99,Nick Cave & The Bad Seeds,,,,0.6940253,0.47940767,SOOUUQC12AF72A56E3,The Hammer Song (2010 Digital Remaster),0.26586103,2008,255.4771,0.078,7.0,0.694,-10.794,1.0,0.632,235.433,99.565,4.0,0.214,TRADUZS12903CE95D6,The Good Son (2010 Digital Remaster)
ARMEGHI11E2835C3C3,Barrabas,40.4,-3.6834,"Madrid, Spain",0.31185132,0.15692031,SOUXSFR12AB018D1A4,Broadway Star,0.59966034,1992,241.3971,0.136,9.0,0.516,-13.115,1.0,0.299,229.924,131.729,4.0,0.0,TRADVAR12903CDEBF3,Desperately
ART4EPR1187FB38772,Malcolm McLaren,52.0953,1.31388,Great Britain / UK,0.7481047,0.5459755,SOQCDQE12A6D4F7682,You Need Hands (1993 Digital Remaster),0.6061494,1989,169.50812,2.479,8.0,0.624,-14.338,1.0,0.667,169.508,106.413,1.0,0.0,TRADVBS128F4223455,The Great Rock 'N' Roll Swindle
ARVJ0JK1187B98C9C0,The Brooklyn Tabernacle Choir,,,,0.5592785,0.43201193,SOYRUNW12AB01856B8,All That You Need,0.0,1995,257.30566,0.0,7.0,0.721,-14.173,1.0,0.797,251.188,115.371,1.0,0.346,TRADVCK128F92FE22E,Praise Him...Live!
ARJSGPI1241B9C8855,Birmingham Jubilee Singers,,,,0.33837014,0.0,SONUXHH12A8C141737,Hope I'll Join That Band,0.5207944,2006,172.93016,0.491,8.0,0.416,-17.242,0.0,0.257,166.028,88.908,7.0,0.531,TRADVDU128F42A047E,Birmingham Jubilee Singers Vol. 2 (1927-1930)
ARNZPLV1187FB3DF5D,Capleton,,,,0.66225046,0.4100536,SOEHJSW12A8C135F66,Conscience Ah Heng Dem (interlude),0.0,2000,29.41342,0.194,3.0,0.189,-15.0,0.0,0.27,29.413,170.781,1.0,0.0,TRADVEH128F4254C0B,More Fire
ARHY20W1187B9B8262,Steve Erquiaga,,,,0.46191743,0.36062568,SOYWHAB12AB0181E73,Sicilienne,0.33470654,1964,225.33179,0.63,9.0,0.374,-28.2,0.0,0.424,204.608,150.784,3.0,0.877,TRADVFE128F9322EFF,Guitar Adagios
ARY53RR1187B9AE485,Avril Lavigne,44.16104,-77.3819,"Belleville, Ontario, Canada",0.94189644,0.59859675,SOZIMLB12AF72AD1CD,Innocence,0.92713255,2007,232.202,0.495,1.0,0.42,-4.165,0.0,0.588,223.126,138.364,1.0,0.179,TRADVGV128F42BCACE,The Best Damn Thing
ARDMWZS1257509D66D,Mickey And The Students,,,,0.4333691,0.0,SOYSHBO12AB018CA41,Gimme Gimme Song,0.0,1994,914.02405,0.0,7.0,0.548,-7.329,1.0,0.548,914.024,107.433,3.0,0.413,TRADVJK12903CC7D31,Some People
ARDEC2A1187B9A460E,Chimaira,41.4767,-81.6805,"Cleveland, OH",0.83745015,0.47676086,SOLOZFC12AB0180428,Severed (demo) (Album Version),0.41373983,2009,179.04282,0.0,11.0,0.026,-3.884,0.0,0.371,170.835,69.792,3.0,0.525,TRADVKA128F93242C9,Pass Out of Existence [Special Edition]
AR1ZZOW1187B99BA84,Bumblefoot,40.14323,-74.72671,New Jersey,0.645534,0.44840744,SOBRBOP12AB018ABA1,Abnormal (Acoustic),0.2490658,2004,214.6477,3.471,0.0,0.387,-10.491,1.0,0.361,207.482,156.222,4.0,0.198,TRADVNR12903CE5A54,Barefoot - the acoustic ep
ARC6UC81187B989062,Hem,40.71455,-74.00712,NY - New York City,0.63224286,0.45343578,SOBNSFW12A67020E2E,Redwing,0.4764352,2004,252.86485,0.346,3.0,0.891,-10.468,1.0,0.776,241.993,123.997,4.0,0.0,TRADVSU128E0786371,Eveningland
AR1KMPF1187B99AA98,Lara,,,,0.55757105,0.30694762,SONIOEX12AB017D541,Nur eine Nacht mit Dir,0.0,2009,211.90485,2.218,1.0,0.769,-6.255,1.0,0.819,206.582,124.014,4.0,0.754,TRADVYU128F92FE96F,Wahnsinn
ARK8EHO1187B9B71D1,The Shamen,57.15382,-2.10679,"Aberdeen, Scotland",0.6058805,0.39366087,SOARKRH12AB0188703,Heal (The Separation) [H.E.L.P Breakbeat],0.26586103,1996,247.53587,0.398,5.0,0.811,-8.069,1.0,0.652,235.294,110.04,4.0,0.422,TRADVYY128F931C56C,Heal (The Separation)
ARIHI8H1187B9B0058,Jackie Edwards,18.11526,-77.27348,Jamaica,0.50373876,0.35929084,SOXWGVW12A8C134AD8,Worrying Over You,0.0,1991,206.05342,0.189,6.0,0.698,-13.686,1.0,0.602,198.507,150.302,4.0,0.0,TRADVZP128F92E0C02,Mums and Dads Reggae Favourites
ARZKUQF11F4C8456E8,The Moody Blues,52.47859,-1.9086,Birmingham,0.6358987,0.5302628,SOYTMRC12A6D4F5B58,Long Summer Days,0.38293508,1977,194.97751,3.268,2.0,0.043,-9.769,1.0,0.425,185.94,91.453,4.0,0.0,TRADWAU128F145622F,Caught Live + 5
AR7537T1187B98FF59,Frankie Randall,,,,0.24850373,0.0,SOBDXNG12A8C139A47,Winter Wonderland,0.0,2005,215.77098,0.356,4.0,0.335,-18.86,0.0,0.283,203.343,100.0,4.0,0.554,TRADWCP128F427CCAB,Let's Make Christmas Every Day
ARNITNO1187FB555D3,Arturo Sandoval,22.81751,-82.7603,"Artemisa, Cuba",0.56146467,0.4235276,SOCCQAW12A6701DB28,Luna de miel en Guama,0.2669552,1997,238.28853,2.165,2.0,0.873,-11.4,1.0,0.73,228.258,138.732,5.0,0.86,TRADWEL128E078BE94,Best Of Arturo Sandoval
AREB9421187FB458EF,Tommy Overstreet,35.472,-97.52033,"Oklahoma City, OK",0.44158673,0.27951548,SORQBLL12AB0184523,Heart Of Dixie,0.57259303,2007,185.73016,0.161,11.0,0.878,-13.569,1.0,0.734,176.884,129.714,4.0,0.0,TRADWHL128F933E397,Welcome To My Land Of Love
ARGREXL1187FB3FC9B,Coven,,,,0.57041854,0.37237853,SODCRFM12AB0187CB9,Coven In Charing Cross,0.6417712,2002,244.50568,0.205,2.0,0.367,-13.311,0.0,0.213,233.314,87.136,4.0,1.0,TRADWOB12903C9D1EB,Witchcraft Destroys Minds & Reap Souls
ARSAWAQ1269FB35DF2,Kzss & Atma,,,,0.4105886,0.0,SOYLZHL12AC468A32E,Obsidian Sunrise,0.5035762,2005,335.09833,2.101,5.0,0.64,-3.352,0.0,0.581,327.924,145.478,5.0,1.0,TRADWRR12903D130AD,Obsidian Sunrise
ARA8O8L1187B9AD61D,Professor Longhair,30.79062,-89.8643,"Bogalusa, LA",0.6117711,0.4020549,SOETTKO12A8C138FE1,Junco Partner,0.565451,1985,208.4567,0.514,3.0,0.377,-14.445,1.0,0.456,204.614,96.874,4.0,0.0,TRADWSG128F4259317,Rock'N Roll Gumbo
ARWKVPA12509411EFF,Stelios Dionisiou,,,,0.29456627,0.0,SOPKDKM12A8C135765,To Sinnefo,0.2120454,1997,233.92609,0.223,0.0,0.174,-7.306,1.0,0.255,227.927,99.955,1.0,0.0,TRADWXP128F4257A20,To Sinnefo
AROPZYT11F4C83EFFA,J.C. Lodge,,,,0.44906062,0.1767669,SONSEVZ12A6D4FAB2E,You Are The One,0.0,2004,319.39874,0.375,8.0,0.373,-12.471,1.0,0.333,310.033,84.998,4.0,0.382,TRADWYF128F421FA69,Love For All Seasons
AR6KB411187FB40C09,Hubert Kah,,,,0.50685257,0.4008794,SOKECVO12A6D4F9F14,Raketen,0.7477548,2005,249.83466,5.683,7.0,0.405,-6.917,0.0,0.418,241.122,110.013,4.0,0.542,TRADXAF128F14A9EB3,Seelentaucher
ARVN9FZ1187FB393F1,Snow Patrol,56.4704,-3.0,"Dundee, Scotland",0.8183194,0.6672946,SODOOHJ12A6D4F4A74,Shut Your Eyes,0.7339909,2006,209.162,2.763,8.0,0.003,-7.078,1.0,0.259,198.583,125.057,4.0,0.665,TRADXCF128EF357134,Shut Your Eyes
AR828WL1187FB47E81,M,42.4779,-70.9663,NY - New York City,0.58951265,0.38490224,SOUHKHB12A8C138A58,Close To Me,0.6193059,1992,238.41914,0.183,5.0,0.503,-7.404,1.0,0.424,229.198,123.81,5.0,0.62,TRADXCO128F426B26D,Je Dis Aime
AR8TCLH1187B9A85E4,Piero Umiliani,34.7633,-88.534,"Firenze, Italy",0.5888119,0.3825458,SOBJIKU12A8C13ECD6,Apertura in jazz,0.2120454,1998,234.57915,0.223,5.0,0.002,-14.206,1.0,0.285,220.77,42.106,4.0,0.0,TRADXEB12903CEAC5B,La legge dei gangsters
ARNLOX91187B990BFC,Tabu Ley Rochereau,-29.865,30.98,"Bundundu, Zaire",0.4390802,0.33232418,SOPBDZT12AB017AA98,Maputo,0.0,1988,456.61996,0.0,11.0,0.454,-12.338,0.0,0.329,446.514,136.248,4.0,0.382,TRADXKQ128F9309A12,Man From Kinshasa
AROIIF91187FB4F2D5,Dead Prez,,,,0.6764925,0.4695139,SOSYPCS12A8C136D12,Be Healthy,0.46048483,2000,154.30486,0.385,2.0,0.674,-8.328,0.0,0.414,154.305,94.905,4.0,1.0,TRADXMA128F4276D94,Let's Get Free
ARODFDS1187FB57348,Sergio Mendes / Black Eyed Peas,40.2236,-74.7641,"Niteroi, Brazil",0.64909506,0.4176015,SOKLRFB12A8C141932,Mas Que Nada,0.22504467,1985,267.2061,0.874,6.0,0.553,-6.069,1.0,0.309,258.264,101.059,4.0,0.961,TRADXNV128F42B4DFE,Mas Que Nada - Full Phatt Remix
AR5K75Y1187B9B5F7E,Janice Vidal,,,,0.44904843,0.42960158,SOMTZGM12AB0187CA0,Water-Liked,0.0,1993,226.7424,0.201,1.0,0.583,-10.623,1.0,0.658,215.075,116.043,7.0,0.625,TRADYAN12903CE3478,Wish
ARF1E421187B9AF8C4,El Gran Silencio,,,,0.6398833,0.37549448,SOXJOMM12A6D4F8673,Alma de B-Boy,0.5114243,2008,208.66566,0.171,0.0,0.234,-7.705,1.0,0.559,193.567,120.064,4.0,0.842,TRADYAX128F1475721,Comunicaflow Underground
ARQ76LG1187B9ACD84,Black Flag,34.05349,-118.24532,"Los Angeles, CA",0.731208,0.54750675,SOJGTKX12AB0188C94,Jealous Again,0.5054873,1980,136.14975,0.0,4.0,0.233,-6.419,1.0,0.553,127.954,124.481,3.0,1.0,TRADYFD12903CE4161,Live at The On Broadway 1982
AR7LN7G1187FB395BB,Les Bantous De La Capitale,,,,0.4279875,0.27336577,SOSQCCK12AB0186B7C,À Mon Avis,0.35223222,2006,431.93423,0.0,7.0,0.211,-6.451,0.0,0.131,419.178,134.046,4.0,1.0,TRADYHB12903CDB200,Bakolo Mboka
AR3N2H11187B98AFBA,Sivuca,-10.68641,-37.42475,"Itabaiana, Para�, Brazil",0.47962075,0.3243342,SOQXTRG12A6D4F898E,Energia,0.50338125,2009,238.00117,0.386,5.0,0.095,-10.623,0.0,0.187,228.542,224.247,7.0,0.169,TRADYIY128F147AA36,Selecao De Ouro
ARU3YYC1187FB43FEE,Luis Alberto Spinetta,-34.60852,-58.37354,"Buenos Aires, Argentina",0.57763314,0.43984386,SOWYXJC12A8C13B81E,Verde Bosque,0.0,1994,355.291,0.422,9.0,0.69,-16.136,0.0,0.611,346.993,105.025,4.0,0.783,TRADYJM128F427E05B,Fuego Gris
AR567PN1187FB4B4F2,Moss,,,,0.6025556,0.38953558,SOYKTQM12AC468D0F9,There Alone Go I,0.37253004,1994,274.12854,0.235,7.0,0.382,-14.157,1.0,0.57,256.546,107.412,4.0,0.336,TRADYKK12903D07753,Moss
ARUNYOW1187FB43F2A,Blind Boy Fuller,34.96578,-80.07691,"Wadesboro, NC",0.5412312,0.36017027,SORPSAN12A8C1361CE,Put You Back In The Jail,0.4871122,1975,160.2869,0.436,11.0,0.834,-16.063,1.0,0.648,157.867,180.137,1.0,0.0,TRADYLW128F427E389,Blind Boy Fuller Vol. 3 1937
ARNJ2VR1187B989DA8,Paula Santoro,,,,0.3702157,0.28997067,SOKVDQW12A6D4F8C62,The Girl From Ipanema (Garota De Ipanema),0.37753165,2006,192.41751,0.26,7.0,0.571,-17.307,1.0,0.559,174.126,129.591,4.0,0.864,TRADYNL128F148FE5F,Jazz Express - Bossa Nova Nights
ARE26EG1187B990AEF,Sunscreem,51.77045,0.64255,"Essex, England",0.54672754,0.38618043,SOOBNCY12AB0182457,Secrets,0.0,1996,241.89342,0.399,0.0,0.983,-8.085,1.0,0.656,227.08,172.172,4.0,0.767,TRADYNQ128F931BCB3,Secrets
ARIK8T31187B9A4D4F,Louis Prima And Keely Smith,,,,0.5789987,0.3908286,SOCPSBZ12A6D4F43ED,Autumn Leaves (1999 Digital Remaster),0.21508032,2001,171.4673,0.404,0.0,0.06,-14.736,1.0,0.457,165.796,84.496,5.0,0.95,TRADYOQ128F145DF0F,Wild_ Cool & Swingin'
AR63RWN1187FB3E89A,Robert Lockwood_ Jr.,34.56039,-90.91387,"Marvell, AR",0.49794212,0.3410733,SOHASWL12AB018352B,She's Little And She's Low,0.33470654,1998,340.87137,0.369,4.0,0.774,-14.188,1.0,0.926,330.35,164.387,3.0,1.0,TRADYQH128F9338162,I Got To Find Me A Woman
ARR3ONV1187B9A2F59,Muse,54.31407,-2.23001,UK,0.9290303,0.75042653,SORJVDO12AF72A1970,Stockholm Syndrome,0.776351,2009,296.95956,0.0,2.0,0.476,-4.854,0.0,0.445,287.672,128.134,4.0,0.558,TRADYQK128F42A762A,Absolution
AR695PK1187B996E35,Jeremy Spencer,54.6904,-1.2323,"West Hartlepool, England",0.5209331,0.20602037,SORXJPI12A8C13342A,Maria De Santiago,0.25383472,2006,235.04935,0.154,4.0,0.572,-8.748,0.0,0.552,222.023,126.191,4.0,0.261,TRADYRH128F423478E,Precious Little
ARBZAIL1187FB5B1C8,Bob Margolin,42.31256,-71.08868,"Boston, MA",0.55598503,0.3268488,SOEKNBA12A6D4FD71E,No Consolation,0.26586103,1968,182.83057,0.247,9.0,0.777,-14.755,1.0,0.412,171.712,74.601,4.0,0.0,TRADYUQ128F421A896,Hold Me To It
ARSF4161187B9B449F,The Gone Jackals,,,,0.44104996,0.3530007,SODGEOZ12A6D4FD9F3,Faith Healer (Digital Single),0.4369046,2000,248.18893,0.293,7.0,0.178,-6.427,1.0,0.36,242.55,123.633,4.0,1.0,TRADYXV128F42166AD,Faith Healer
ARBFQ7L1187B9ACD48,The Velvet Underground,7.4458,151.85,"New York, NY",0.7506216,0.49849796,SOGYDBB12A6D4F7D81,I Heard Her Call My Name,0.23906289,1968,276.68854,0.304,0.0,0.689,-14.002,1.0,0.579,270.414,144.562,4.0,0.0,TRADYYK128F145FE74,The Very Best Of The Velvet Underground
ARNMHWR11F4C83B384,Kingston Trio,37.44466,-122.16079,"Palo Alto, CA",0.5809107,0.2951172,SOGRUJA12AB01859FF,Scotch and Soda,0.2669552,2001,127.16363,0.0,1.0,0.643,-21.177,1.0,0.623,122.863,80.167,1.0,0.0,TRADYZC12903CCC8FA,The M.T.A.
ARHSYTC11F50C505F9,D' Militante,,,,0.31651738,0.2982716,SOOSYTN12A8C13F55B,T.V. & Movies,0.28848165,2007,420.4926,0.0,9.0,0.0,-15.655,1.0,0.194,420.493,240.314,1.0,0.725,TRADZCV128F4294DFD,Am I Lying?!
ARVFGPJ1187B9A2477,Michelle & Vickie,,,,0.36840433,0.26181608,SOZAXOL12AB017E467,Ying Guang Hu Die,0.61205494,1998,279.1963,0.224,0.0,0.391,-8.78,1.0,0.51,272.579,94.276,4.0,1.0,TRADZGC128F9322762,Princess
ARI9ZSM1187FB377C5,Pamelo Mounk'a,,,,0.32867855,0.25501126,SOLCRKR12AC96184F8,On ne meurt qu'une fois,0.0,1998,528.4044,0.125,2.0,0.162,-13.89,1.0,0.263,519.866,112.752,4.0,1.0,TRADZGK12903CF4512,L'Incontournable
AR6Q6PN1187B9A01E1,Los Fernandos,,,,0.1886677,0.0,SOYQKVM12A8C137ED7,All My Loving,0.0,2006,187.95058,0.274,4.0,0.126,-11.516,1.0,0.446,184.227,103.432,4.0,0.0,TRADZKZ128F4256E3B,Gipsy Rumba 2
AR2P71H1187B9B8C00,Kool Savas,10.2085,-61.4527,DE,0.60338277,0.44942364,SOQYBYY12AB01823A2,Therapie,0.36727342,1999,64.62649,0.0,6.0,0.083,-3.985,0.0,0.488,64.626,90.148,4.0,1.0,TRADZLL128F93182D7,Die besten Tage sind gezählt
AR23SSG1187FB3AC75,Rainie Yang,,,,0.4869218,0.37009594,SOPPJYP12AB0185DA2,Nu Sheng Wo Zui Da (OT:That Thrill),0.2291441,2000,220.15955,0.554,2.0,0.172,-7.717,1.0,0.45,214.616,160.027,4.0,0.872,TRADZQG128F93506D5,Rainie's Proclamation - Not Yet A Woman
ARRVGAX1187FB4D745,Little Eva,35.21962,-80.01955,"Bellhaven, NC",0.59013104,0.38454953,SOKYXSZ12A6D4F6E92,The Loco-Motion,0.92836714,1962,145.162,0.148,3.0,0.655,-6.643,1.0,0.543,136.319,129.781,1.0,0.247,TRADZQV128F14A5760,The Loco-Motion
ARML8X41187B990644,Simple Minds,6.4433,3.3915,"Glasgow, Scotland",0.70067984,0.5033625,SOCFQLH12AF72A942D,Chelsea Girl (Live),0.2396291,2004,308.45343,0.108,1.0,0.879,-9.503,1.0,0.82,303.554,103.637,1.0,0.318,TRADZWK128F9303076,Silver Box
ARVG4OK1187B9B6BD3,The Killers,,,,0.9184518,0.8289063,SOSNQQX12AF729C44C,Show You How,0.469873,2004,166.29506,0.142,2.0,0.442,-6.467,1.0,0.879,161.472,82.909,4.0,0.0,TRADZXK128F429DB92,Sawdust
ARNHHIV1187FB4EA23,New Order,42.4779,-70.9663,NL,0.72071105,0.52204794,SOUMJJC12A6701F4B0,Jetstream - Arthur Baker Remix,0.36037058,2005,421.95547,0.0,0.0,0.713,-5.721,1.0,0.669,414.766,122.484,4.0,0.727,TRADZYD128E078BE45,Jetstream
AR53RLV1187FB39AA5,Damone,42.3889,-71.2423,"Waltham, MA",0.5810827,0.39002386,SORTYID12A8C139D86,Child Of The Night,0.0,2006,217.2077,0.305,6.0,0.289,-4.272,0.0,0.48,208.887,154.093,4.0,0.453,TRADZZP128F428BCE6,Out Here All Night
ARN7OQ21187FB5A6B3,Furry Lewis,12.61,37.46,"Greenwood, MS",0.5725006,0.36805403,SOQKKCG12AB017D5C4,Old Hobo,0.49448952,2003,234.78812,0.328,10.0,0.074,-8.032,0.0,0.366,234.788,146.569,4.0,0.449,TRAEABT128F931984D,Good Morning Judge
ARTXS851187FB411C7,Chris Farlowe,39.3024,-76.4457,"Essex, England",0.54339325,0.33857504,SOOFFTS12AB018A83C,I Just Need Your Lovin' - Original,0.3589765,1982,192.26077,0.0,0.0,1.0,-13.626,1.0,0.887,183.205,160.663,4.0,0.13,TRAEACU128F933D7C1,Chris Farlowe Selected Hits
ARWIMT21187B9B5AEC,Joe Turner,32.58507,-89.87374,Mississippi,0.4736241,0.36458656,SOTKYKL12A8AE45B28,Here Comes Your Iceman (LP Version),0.0,1993,233.92609,0.502,10.0,0.455,-13.984,1.0,0.538,231.828,88.109,4.0,0.483,TRAEADE128F423BEF8,Big Joe Rides Again
ARYO9BU1187B9ADA88,Porcupine Tree,,,,0.8302523,0.5079658,SOCDRKE12A8C13BF47,Moon Loop (Improvisation),0.8120293,1992,978.442,0.0,9.0,0.304,-11.524,0.0,0.363,966.954,134.075,4.0,0.04,TRAEADK128F4270AA6,The Sky Moves Sideways (Special Edition)
ARB45GQ1187B98D2B4,DeGarmo & Key,,,,0.4211327,0.31883425,SOXCKCV12A6D4F8F1F,He Has Risen (Communication Album Version),0.2490658,1950,171.75465,0.368,2.0,0.539,-11.528,1.0,0.515,165.309,82.604,3.0,1.0,TRAEAEV128F1493757,Communication
AR0G47L1187B98CC6D,Frank Chacksfield,50.91552,0.48883,"Battle, Sussex, England",0.44625667,0.34635752,SOVHLHV12AB018930B,Heidi,0.0,1995,151.19627,0.296,5.0,1.0,-16.538,1.0,0.9,148.248,116.716,4.0,0.374,TRAEALX12903CB5701,Black Satin Vol1
ARJA1841187FB3A029,David Bowie,51.50632,-0.12714,"London, UK",0.86597,0.5749214,SOOEDPH12A6310E02B,Space Oddity (1997 Digital Remaster),0.7173916,2007,313.70404,15.018,0.0,0.239,-12.679,1.0,0.433,299.619,137.068,4.0,0.306,TRAEARU128E0781A02,The Best Of David Bowie 1969-74
ARUZRFN1187B98AC05,Bone Thugs-N-Harmony,41.4767,-81.6805,"Cleveland, OH",0.8159234,0.55513835,SOBVPYI12AB018623E,Fearless [Interlude] (Explicit Album Version),0.2490658,2001,34.42893,0.177,8.0,0.459,-12.088,1.0,0.428,34.429,86.056,4.0,0.526,TRAEASB12903CD48BC,Uni5: The World's Enemy
ARSL3N21187B98DFC5,Klaus Badelt,,,,0.68800336,0.46934038,SOVMXIC12A8C13CC28,After The Fire,0.3041695,2007,116.1922,0.107,7.0,0.038,-27.369,0.0,0.431,102.777,56.306,1.0,0.0,TRAEAST128F42931B1,Rescue Dawn
ARL635X1187B990092,Charlotte Gainsbourg,,,,0.7440079,0.5200497,SOFYIQI12A6D4F8D85,Tel Que Tu Es,0.8196427,2006,189.70078,0.0,6.0,0.438,-12.1,1.0,0.511,177.046,119.683,3.0,1.0,TRAEASY128F148247C,5:55
AR12F2S1187FB56EEF,Aerosmith,42.3188,-71.0846,"Boston, MA",0.8725366,0.6107315,SOOJFKG12A8C1334E6,Lord Of The Thighs,0.0,1974,425.0379,0.0,5.0,0.101,-10.943,1.0,0.525,409.681,108.662,1.0,0.0,TRAEATL128F42690A7,Classics Live
ARTXEZN1187B9B8190,Agnes,62.19845,17.55142,Sweden,0.7375404,0.44135556,SOGHCFG12A8C13B254,Non Conformist Acclaimed,0.47405484,2002,371.06894,0.149,6.0,0.0,-11.338,1.0,0.0,348.421,122.965,4.0,1.0,TRAEATZ128F426E5C8,Treat Me Bad EP
AR6Q6PN1187B9A01E1,The Party Group,,,,0.1886677,0.0,SOOVFAZ12A8C134EEB,El Ventilador,0.0,1964,190.04036,1.083,6.0,0.686,-21.761,0.0,0.573,183.606,122.91,4.0,0.514,TRAEAVH128F4270D4C,Party Fiesta_ Vol. 7
ARC5Q0L1187B98D463,Enter the Haggis,,,,0.61974716,0.40738684,SOCWUXY12A58A7F1E8,Skyswimmer,0.45912772,1999,399.882,3.663,3.0,1.0,-10.648,1.0,0.548,394.043,85.399,4.0,0.43,TRAEAZV12903D0CBA6,Let The Wind Blow High
ARX9L381187B9B7265,Mac McAnally,34.0155,-118.1108,"Belmont, MS",0.57303977,0.437866,SOYIZYC12AB01833BF,If You Hang Around Long Enough,0.49448952,1984,183.53587,0.296,0.0,0.952,-6.601,1.0,0.89,175.984,174.268,4.0,0.021,TRAEBKD12903D00D5C,Down By The River
ARFH6FT1187FB5BF47,T.O.K.,39.49974,-111.54732,YAHD!,0.69265586,0.43434632,SOSCMUV12A8AE49448,Hotta,0.47449657,2006,190.71954,0.0,1.0,0.465,-5.977,1.0,0.513,187.431,126.682,3.0,0.655,TRAEBLA128F423CBCA,Reggae Gold 2006
ARN9GBH1187FB3FEF9,Leo Gandelman,-22.97673,-43.19508,"Rio de Janeiro, BR",0.39836636,0.39043498,SOTALBJ12AB017D609,Bari Bossa,0.0,2007,222.98077,0.188,5.0,0.524,-13.812,0.0,0.471,206.292,157.95,4.0,0.454,TRAEBOH128F9314977,Lounjazz
AR7TTCH1187FB3F95C,Leon Russell,34.60515,-98.38983,"Lawton, OK",0.634227,0.4437089,SOFUCUZ12A6D4F9EDA,Jambalaya (On The Bayou),0.40511572,1969,169.35138,0.0,0.0,0.826,-14.073,1.0,0.601,163.828,99.435,4.0,0.999,TRAEBPG128F14AA0DA,Hank Wilson's Back!
ARAH4TU1187FB51D28,Bill Laswell,38.62666,-88.94561,"New York City (Salem, IL - originally)",0.67800885,0.40403974,SOTTMXT12AF72A1B42,The Gary Selchie - Solas,0.0,2003,132.67546,0.0,3.0,0.294,-19.814,0.0,0.11,128.151,105.218,4.0,0.754,TRAEBPU12903CE743E,Emerald Aether: Shape Shifting/Reconstructions Of Irish Music
AR25WM21187FB461B3,Francis Lai,,,,0.55271983,0.3717111,SOQVJZI12AB018520D,La valse du mariage,0.0,2003,123.24526,0.203,7.0,0.459,-9.853,0.0,0.672,119.176,88.967,3.0,0.847,TRAEBQO128F933C48A,Le passager de la pluie (Original Soundtrack)
ARZQM8D1187FB438CC,Herbst9_ Z'ev,56.42465,9.67464,L.E.,0.4803554,0.35325667,SORZUVX12AB017BDCB,Awakening of the Soulless,0.0,1970,245.02812,2.769,10.0,0.406,-14.775,0.0,0.298,232.815,91.695,3.0,0.936,TRAEBSG128F9317B95,Herbst9 vs. Z'ev - Through Bleak Landscapes
ARV4KO21187FB38008,Del Tha Funkee Homosapien,37.80506,-122.27302,"Oakland, CA",0.7326603,0.45843947,SOQMWJG12A6701E1AC,Mistadobalina,0.7589738,1991,257.6975,0.305,2.0,0.017,-9.495,1.0,0.355,244.849,99.566,4.0,0.882,TRAEBSY128E07873C0,The Best Of Del Tha Funkee Homosapien [The Elektra Years]: The B-Boy Handbook
ARKU3Z61187FB51DCA,Rihanna,13.11199,-59.59895,"St Michael, Barbados",0.91769886,0.90820265,SOKKXUI12A58A7A79C,Good Girl Gone Bad,0.50244963,2007,208.16934,3.634,5.0,0.197,-5.704,0.0,0.369,197.764,128.077,4.0,0.743,TRAEBXE128F933B4F5,Good Girl Gone Bad: The Remixes
AR03BDP1187FB5B324,Britney Spears feat. Pharrell Williams,34.05349,-118.24532,"Kentwood, LA; Los Angeles, CA",0.15360555,0.6072573,SOLQLGL12A8C138380,Boys,0.5632469,2001,225.48853,0.345,6.0,0.835,-4.947,0.0,0.77,221.931,106.919,4.0,1.0,TRAEBXS128F429933A,Touch My Soul_ Vol. 23
AR03BDP1187FB5B324,Britney Spears,34.05349,-118.24532,"Kentwood, LA; Los Angeles, CA",0.9473275,0.6312895,SOFIFUK12A8C1393F8,Everytime,0.67110854,2003,206.81097,2.926,0.0,0.452,-3.738,0.0,0.522,194.769,85.331,3.0,0.0,TRAECBR128F429F8C0,Everytime
ARXLX5L1187FB47BED,Crazy Horse,,,,0.54027987,0.34219232,SOCRNKC12A6D4FAE9D,Dance_ Dance_ Dance  (Album Version),0.57292014,2007,133.3024,0.084,9.0,0.122,-13.771,1.0,0.445,125.028,152.729,4.0,0.0,TRAECKI128F149EA48,Scratchy: The Reprise Recordings [Includes Liner Notes]
ARVD9M11187FB49291,Headhunter,,,,0.6077343,0.44845283,SOGVWMA12A8C1379BA,Signs Of Insanity,0.2669552,2003,277.8118,0.09,11.0,0.52,-5.431,1.0,0.511,277.812,133.005,4.0,0.098,TRAECSU128F426A84A,A Bizarre Gardening Accident
